date,pressure1,pressure2,pressure3,outputyield,system
2017-03-03,4.65778,4.06353,4.60753,14.70577,6
2017-03-03,4.65247,4.95819,4.65552,14.86538,1
2017-03-03,4.49819,4.52546,4.3212,14.57121,6
2017-03-03,4.07431,4.7771,4.58033,14.44339,1
2017-03-03,4.97303,4.02297,4.79739,14.47004,2
2017-03-03,4.36459,4.56947,4.17157,14.30511,2
2017-03-03,4.97852,4.94588,4.85233,14.14471,2
2017-03-03,4.11428,4.66472,4.23161,14.7691,6
2017-03-03,4.43719,4.12664,4.52313,14.48737,5
2017-03-03,4.92726,4.6866,4.764,14.35337,4
2017-03-03,4.13491,4.60332,4.09272,14.63855,3
2017-03-03,4.85022,4.48194,4.32569,14.96072,4
2017-03-03,4.05529,4.69434,4.20587,14.65368,2
2017-03-03,4.44503,4.54451,4.96845,14.55527,3
2017-03-03,4.36682,4.2502,4.30662,14.78599,4
2017-03-03,4.87884,4.12174,4.79935,14.69463,5
2017-03-03,4.89775,4.45842,4.60708,14.41293,6
2017-03-03,4.61382,4.15597,4.09322,14.1862,2
2017-03-03,4.359,4.1392,4.51098,14.22038,5
2017-03-03,4.75112,4.91059,4.81729,14.55752,2
2017-03-03,4.52558,4.27456,4.92936,14.82974,2
2017-03-03,4.40945,4.17841,4.98221,14.46216,3
2017-03-03,4.24008,4.94231,4.56144,14.32179,3
2017-03-03,4.45277,4.07242,4.70175,14.78237,4
2017-03-03,4.21084,4.46993,4.84158,14.16923,1
2017-03-03,4.86301,4.8346,4.74265,14.19686,2
2017-03-03,4.5611,4.07547,4.62067,14.94803,6
2017-03-03,4.62367,4.00233,4.60217,14.32047,1
2017-03-03,4.57788,4.98002,4.26041,14.10707,5
2017-03-03,4.72906,4.52061,4.96984,14.7688,2
2017-03-03,4.12441,4.83903,4.04896,14.38118,5
2017-03-03,4.29813,4.62885,4.7521,14.35454,5
2017-03-03,4.61035,4.71713,4.66326,14.25973,6
2017-03-03,4.92428,4.24959,4.31185,14.63164,6
2017-03-03,4.96829,4.27467,4.96647,14.13689,4
2017-03-03,4.57347,4.25776,4.53496,14.937,1
2017-03-03,4.9953,4.24537,4.11573,14.8464,4
2017-03-03,4.98582,4.91523,4.36094,14.15617,3
2017-03-03,4.69608,4.57454,4.74155,14.7839,1
2017-03-03,4.96346,4.73203,4.59803,14.33184,1
2017-03-03,4.23131,4.54722,4.23637,14.27591,6
2017-03-02,4.08997,4.45101,4.47256,14.07315,4
2017-03-02,4.80977,4.99252,4.40302,14.65717,4
2017-03-02,4.8907,4.79175,4.30806,14.66765,4
2017-03-02,4.43739,4.85948,4.80938,14.25008,6
2017-03-02,4.16601,4.6588,4.71896,14.57334,4
2017-03-02,4.12671,4.38015,4.39687,14.02473,2
2017-03-02,4.91894,4.00716,4.72211,14.04743,5
2017-03-02,4.59174,4.35136,4.00733,14.42609,3
2017-03-02,4.37503,4.1461,4.55439,14.87358,2
2017-03-02,4.11852,4.80406,4.7314,14.73011,5
2017-03-02,4.72605,4.48943,4.27133,14.52303,5
2017-03-02,4.90459,4.89393,4.33884,14.38053,5
2017-03-02,4.16883,4.2488,4.5126,14.8172,5
2017-03-02,4.15402,4.13999,4.90959,14.60237,2
2017-03-02,4.49077,4.95355,4.44921,14.06882,5
2017-03-02,4.49165,4.00576,4.26832,14.89241,5
2017-03-02,4.50952,4.53133,4.0593,14.96491,4
2017-03-02,4.63473,4.80772,4.00872,14.10516,4
2017-03-02,4.23894,4.6505,4.22608,14.92968,1
2017-03-02,4.36128,4.0737,4.19997,14.97802,2
2017-03-02,4.41205,4.12751,4.24583,14.42631,2
2017-03-02,4.14846,4.10066,4.93446,14.59019,4
2017-03-02,4.60348,4.46436,4.03769,14.12393,4
2017-03-02,4.11251,4.73639,4.24547,14.54066,1
2017-03-02,4.40416,4.3803,4.57073,14.82334,2
2017-03-02,4.37287,4.49051,4.77257,14.91607,3
2017-03-02,4.8393,4.76595,4.60554,14.72168,1
2017-03-02,4.28016,4.31286,4.92834,14.51394,5
2017-03-02,4.75739,4.68797,4.95676,14.04535,5
2017-03-02,4.4386,4.84804,4.85508,14.45325,3
2017-03-02,4.42051,4.94434,4.30614,14.41245,1
2017-03-02,4.57419,4.31946,4.32773,14.36576,4
2017-03-02,4.59699,4.05848,4.56624,14.26081,4
2017-03-02,4.88525,4.12409,4.71038,14.04554,1
2017-03-02,4.86095,4.17139,4.841,14.40214,1
2017-03-02,4.56787,4.72748,4.57182,14.24872,2
2017-03-02,4.72878,4.3692,4.22313,14.62079,1
2017-03-02,4.98048,4.67289,4.4899,14.9367,2
2017-03-02,4.22603,4.98245,4.347,14.69904,5
2017-03-02,4.59975,4.99122,4.56253,14.90918,3
2017-03-02,4.1872,4.47885,4.78225,14.80985,6
2017-03-02,4.18956,4.92185,4.49918,14.04949,2
2017-03-02,4.35623,4.83389,4.70753,14.6837,4
2017-03-02,4.80667,4.04054,4.0603,14.56238,3
2017-03-02,4.25508,4.19627,4.33106,14.32075,1
2017-03-02,4.49023,4.61894,4.93934,14.02833,4
2017-03-02,4.1974,4.90155,4.57468,14.84826,5
2017-03-02,4.41903,4.57149,4.79335,14.82678,3
2017-03-02,4.59623,4.44441,4.03677,14.41081,6
2017-03-02,4.42954,4.44146,4.03886,14.43849,1
2017-03-02,4.27502,4.76011,4.65534,14.70263,1
2017-03-02,4.19729,4.87906,4.16019,14.83842,5
2017-03-02,4.07339,4.45098,4.84484,14.15863,4
2017-03-02,4.89133,4.45502,4.68184,14.5057,1
2017-03-02,4.49596,4.67338,4.31809,14.36169,2
2017-03-02,4.65866,4.23747,4.08218,14.5596,4
2017-03-02,4.05594,4.1792,4.41844,14.19551,1
2017-03-02,4.59169,4.72958,4.56784,14.884,2
2017-03-02,4.40168,4.71034,4.31835,14.73705,3
2017-03-02,4.0606,4.12678,4.77235,14.53443,6
2017-03-02,4.10788,4.76674,4.78863,14.30054,4
2017-03-02,4.224,4.07693,4.8385,14.28626,2
2017-03-02,4.99648,4.71705,4.47462,14.57595,5
2017-03-02,4.34307,4.68998,4.91601,14.8545,1
2017-03-02,4.18665,4.02923,4.88324,14.70332,3
2017-03-02,4.64031,4.70375,4.80976,14.71664,5
2017-03-02,4.89717,4.48141,4.76777,14.7228,3
2017-03-02,4.15186,4.60894,4.05452,14.52859,5
2017-03-02,4.24308,4.52046,4.0823,14.80147,3
2017-03-02,4.67693,4.07583,4.39908,14.46178,6
2017-03-02,4.2914,4.2782,4.23366,14.4586,4
2017-03-02,4.76273,4.17524,4.42572,14.34237,5
2017-03-02,4.29141,4.26423,4.78054,14.56025,2
2017-03-02,4.68402,4.96667,4.43139,14.61635,2
2017-03-02,4.40355,4.66391,4.37274,14.48473,4
2017-03-02,4.38849,4.5744,4.46356,14.87053,6
2017-03-02,4.91414,4.08817,4.98437,14.06571,4
2017-03-02,4.96563,4.3557,4.43012,14.64611,6
2017-03-02,4.03695,4.71859,4.2056,14.61354,5
2017-03-02,4.24199,4.87921,4.28783,14.21508,3
2017-03-02,4.75476,4.46741,4.55925,14.78902,2
2017-03-02,4.82763,4.10384,4.92254,14.26654,4
2017-03-02,4.34856,4.49523,4.84091,14.50117,4
2017-03-02,4.42065,4.63534,4.00925,14.09293,3
2017-03-02,4.32213,4.07804,4.9061,14.56688,2
2017-03-02,4.05649,4.5528,4.702,14.6675,4
2017-03-02,4.08125,4.93836,4.29036,14.89658,5
2017-03-02,4.91083,4.47833,4.69189,14.82468,1
2017-03-02,4.32856,4.50073,4.90579,14.47144,1
2017-03-02,4.08684,4.34067,4.65644,14.52725,6
2017-03-02,4.44723,4.80144,4.60996,14.5654,6
2017-03-02,4.01698,4.1461,4.95953,14.09289,1
2017-03-02,4.39454,4.07765,4.1891,14.51365,3
2017-03-02,4.16797,4.59661,4.12482,14.45113,3
2017-03-02,4.70532,4.80572,4.79092,14.47208,6
2017-03-02,4.36979,4.28457,4.66962,14.82342,2
2017-03-02,4.10884,4.98901,4.12635,14.1646,4
2017-03-02,4.95177,4.86599,4.9352,14.90071,2
2017-03-02,4.20025,4.61782,4.66173,14.02865,1
2017-03-02,4.58922,4.04503,4.64574,14.12898,5
2017-03-02,4.60073,4.05233,4.51173,14.98592,1
2017-03-02,4.84216,4.84267,4.55611,14.72636,2
2017-03-02,4.98664,4.61564,4.41449,14.07802,1
2017-03-02,4.966,4.22978,4.89324,14.42054,1
2017-03-02,4.00509,4.40269,4.09339,14.90317,1
2017-03-02,4.60631,4.97053,4.45786,14.83447,2
2017-03-02,4.977,4.50458,4.84868,14.30025,2
2017-03-02,4.96294,4.07709,4.55784,14.45268,4
2017-03-02,4.19868,4.47708,4.31499,14.70426,1
2017-03-02,4.75854,4.38131,4.98089,14.87847,2
2017-03-02,4.34394,4.81563,4.41689,14.76436,6
2017-03-02,4.47866,4.94492,4.80998,14.60566,1
2017-03-02,4.75429,4.00722,4.44133,14.0558,1
2017-03-02,4.72995,4.09604,4.56734,14.85617,3
2017-03-02,4.59847,4.64626,4.79886,14.69607,3
2017-03-02,4.84341,4.10483,4.32276,14.42249,3
2017-03-02,4.59825,4.13328,4.75543,14.51969,3
2017-03-02,4.52273,4.29003,4.17968,14.95845,5
2017-03-02,4.79942,4.85939,4.07621,14.31398,4
2017-03-02,4.14136,4.91683,4.62714,14.41211,6
2017-03-02,4.4921,4.09603,4.62281,14.56586,1
2017-03-02,4.38565,4.39563,4.53066,14.56176,4
2017-03-02,4.5635,4.36725,4.23227,14.716,1
2017-03-02,4.3184,4.17265,4.78893,14.88229,2
2017-03-02,4.81277,4.89497,4.38839,14.29615,1
2017-03-02,4.1771,4.29573,4.80843,14.87368,1
2017-03-02,4.71257,4.39271,4.01415,14.43015,1
2017-03-02,4.14905,4.18612,4.33221,14.04429,1
2017-03-02,4.94812,4.77724,4.48461,14.15525,5
2017-03-02,4.51055,4.56589,4.08996,14.55,2
2017-03-02,4.94076,4.4597,4.51943,14.81644,4
2017-03-02,4.10777,4.8149,4.54252,14.73889,1
2017-03-02,4.10022,4.06464,4.80064,14.18554,1
2017-03-02,4.30424,4.23883,4.12059,14.7351,2
2017-03-02,4.92253,4.12173,4.12622,14.21255,2
2017-03-02,4.35535,4.86965,4.3095,14.90862,1
2017-03-02,4.28857,4.15752,4.01065,14.40462,6
2017-03-02,4.16487,4.20997,4.76593,14.22301,3
2017-03-02,4.6286,4.50504,4.85671,14.75567,2
2017-03-02,4.76706,4.62241,4.06639,14.07779,5
2017-03-02,4.71448,4.92787,4.12508,14.73905,4
2017-03-02,4.73982,4.7763,4.25547,14.51868,4
2017-03-02,4.57543,4.75638,4.44917,14.15093,5
2017-03-02,4.47383,4.75237,4.10021,14.82543,1
2017-03-02,4.94352,4.29325,4.23152,14.27892,2
2017-03-02,4.17224,4.23123,4.75654,14.239,6
2017-03-02,4.02372,4.2358,4.51123,14.80664,1
2017-03-02,4.23719,4.11409,4.41481,14.52868,2
2017-03-02,4.70785,4.01507,4.46717,14.03655,5
2017-03-02,4.37441,4.61477,4.86165,14.60421,6
2017-03-02,4.63869,4.08797,4.84445,14.39621,1
2017-03-02,4.73704,4.37581,4.86018,14.82511,4
2017-03-02,4.74541,4.29127,4.65548,14.54964,1
2017-03-02,4.09503,4.73558,4.51143,14.78867,3
2017-03-02,4.6475,4.24807,4.54454,14.78466,3
2017-03-02,4.17541,4.22834,4.55615,14.64288,1
2017-03-02,4.05026,4.2528,4.86074,14.89433,3
2017-03-02,4.25687,4.88815,4.14898,14.55658,4
2017-03-02,4.42789,4.44986,4.21399,14.77489,6
2017-03-02,4.92508,4.97936,4.33748,14.03263,2
2017-03-02,4.85433,4.68568,4.45075,14.56132,4
2017-03-02,4.33788,4.96928,4.27173,14.65723,2
2017-03-02,4.84234,4.88256,4.48509,14.15613,1
2017-03-02,4.17378,4.11006,4.06082,14.65313,3
2017-03-02,4.87118,4.53102,4.75516,14.99529,6
2017-03-02,4.89026,4.0958,4.25322,14.24777,2
2017-03-02,4.86557,4.7342,4.80134,14.18321,6
2017-03-02,4.3292,4.72164,4.65504,14.72919,2
2017-03-02,4.03271,4.75094,4.98317,14.38753,2
2017-03-02,4.78531,4.88381,4.35781,14.39981,5
2017-03-02,4.71196,4.9123,4.64746,14.7269,6
2017-03-02,4.92992,4.14332,4.77013,14.68214,3
2017-03-02,4.38155,4.71082,4.36984,14.56743,2
2017-03-02,4.29905,4.22492,4.94071,14.94988,2
2017-03-02,4.50639,4.37211,4.96912,14.87767,1
2017-03-02,4.58699,4.1437,4.65971,14.80651,6
2017-03-02,4.26094,4.7186,4.173,14.95504,5
2017-03-02,4.38693,4.94515,4.22258,14.67826,5
2017-03-02,4.75723,4.06157,4.36054,14.62388,5
2017-03-02,4.77068,4.71409,4.49559,14.06465,4
2017-03-02,4.21494,4.36304,4.11641,14.12648,1
2017-03-02,4.23119,4.43402,4.51265,14.38997,3
2017-03-02,4.8453,4.25874,4.38312,14.62358,1
2017-03-02,4.75963,4.30056,4.96464,14.61202,5
2017-03-02,4.06971,4.52324,4.91415,14.7759,2
2017-03-02,4.15792,4.6408,4.13473,14.78336,5
2017-03-02,4.58525,4.90279,4.5034,14.09765,2
2017-03-02,4.03108,4.20748,4.73012,14.20993,3
2017-03-02,4.22898,4.08736,4.60613,14.30886,5
2017-03-02,4.20565,4.38418,4.52351,14.26933,1
2017-03-02,4.9448,4.79085,4.93524,14.12749,4
2017-03-02,4.13041,4.1588,4.06128,14.32209,4
2017-03-02,4.84102,4.03847,4.33635,14.15913,1
2017-03-02,4.51228,4.2433,4.99871,14.02528,1
2017-03-02,4.42441,4.3731,4.17355,14.42754,5
2017-03-02,4.02769,4.50096,4.32806,14.7378,2
2017-03-02,4.10294,4.61001,4.77468,14.51423,3
2017-03-02,4.07238,4.06567,4.05259,14.13866,4
2017-03-02,4.86101,4.00899,4.41544,14.59456,2
2017-03-02,4.25294,4.73698,4.99038,14.61092,1
2017-03-02,4.09365,4.50929,4.61528,14.69628,3
2017-03-02,4.51659,4.11195,4.99796,14.16546,1
2017-03-02,4.36211,4.28841,4.07123,14.98561,5
2017-03-02,4.45367,4.24985,4.84575,14.955,3
2017-03-02,4.29708,4.268,4.4214,14.397,4
2017-03-02,4.70545,4.0702,4.38602,14.14373,6
2017-03-02,4.17306,4.93674,4.93549,14.67777,3
2017-03-02,4.19377,4.39303,4.29643,14.23005,3
2017-03-02,4.20085,4.25808,4.87403,14.61516,4
2017-03-02,4.72418,4.83985,4.75705,14.01032,1
2017-03-02,4.75889,4.64049,4.9007,14.38206,2
2017-03-02,4.0856,4.49077,4.18052,14.52865,3
2017-03-02,4.62071,4.77091,4.33195,14.63346,4
2017-03-02,4.2651,4.81442,4.99421,14.6598,4
2017-03-02,4.94324,4.37685,4.27847,14.31821,6
2017-03-02,4.40246,4.91291,4.80371,14.85836,6
2017-03-02,4.75044,4.57322,4.51091,14.21909,1
2017-03-02,4.04576,4.47769,4.79712,14.30954,2
2017-03-02,4.25062,4.79563,4.38474,14.32965,1
2017-03-02,4.70436,4.19689,4.52853,14.60146,1
2017-03-02,4.62546,4.10098,4.2766,14.21273,4
2017-03-02,4.7042,4.40729,4.23559,14.61863,3
2017-03-02,4.3413,4.5006,4.72115,14.57896,2
2017-03-02,4.32621,4.09894,4.2558,14.552,6
2017-03-02,4.14442,4.62789,4.19927,14.47827,2
2017-03-02,4.95976,4.26009,4.46745,14.7841,3
2017-03-02,4.14466,4.32572,4.88938,14.71949,4
2017-03-02,4.02835,4.98329,4.73471,14.32737,4
2017-03-02,4.15733,4.69284,4.84757,14.45797,1
2017-03-02,4.50344,4.91506,4.92925,14.85479,1
2017-03-02,4.37744,4.0568,4.19666,14.24679,1
2017-03-02,4.7303,4.34091,4.77355,14.505,5
2017-03-02,4.68586,4.98588,4.94528,14.94423,6
2017-03-02,4.13972,4.552,4.02777,14.57425,1
2017-03-02,4.12976,4.91144,4.99431,14.96931,5
2017-03-02,4.66977,4.16599,4.58241,14.84343,5
2017-03-02,4.24037,4.2524,4.66562,14.56148,5
2017-03-02,4.8144,4.31321,4.80261,14.76386,2
2017-03-02,4.26857,4.77999,4.71509,14.61188,2
2017-03-02,4.68894,4.71928,4.89294,14.15833,5
2017-03-02,4.84527,4.52832,4.93995,14.76229,2
2017-03-02,4.08751,4.19241,4.91762,14.42929,4
2017-03-02,4.13286,4.38151,4.16394,14.55174,1
2017-03-02,4.93642,4.18697,4.48626,14.9338,6
2017-03-02,4.05771,4.35017,4.23955,14.67193,3
2017-03-02,4.04428,4.29466,4.36687,14.13955,3
2017-03-02,4.8579,4.23721,4.46787,14.3532,1
2017-03-02,4.90769,4.46762,4.88678,14.49243,4
2017-03-02,4.0935,4.95113,4.14576,14.45518,1
2017-03-02,4.31071,4.2617,4.35058,14.92423,5
2017-03-02,4.15046,4.76971,4.28162,14.65348,6
2017-03-02,4.4941,4.93993,4.14207,14.70246,6
2017-03-02,4.12428,4.78962,4.34662,14.14733,4
2017-03-02,4.94292,4.62932,4.28783,14.16511,2
2017-03-02,4.30388,4.37414,4.27335,14.05094,6
2017-03-02,4.77356,4.01274,4.61742,14.96479,2
2017-03-02,4.46761,4.66262,4.2974,14.67777,1
2017-03-02,4.07113,4.13921,4.65636,14.05931,3
2017-03-02,4.80694,4.72346,4.5506,14.8168,4
2017-03-02,4.54624,4.86625,4.98353,14.12902,5
2017-03-02,4.29659,4.65402,4.14941,14.22741,6
2017-03-02,4.35068,4.27621,4.10216,14.39237,3
2017-03-02,4.53981,4.2215,4.98221,14.97163,5
2017-03-02,4.92909,4.1629,4.44683,14.186,1
2017-03-02,4.27176,4.956,4.55055,14.03277,4
2017-03-02,4.1148,4.56743,4.39504,14.89861,3
2017-03-02,4.5102,4.58533,4.3516,14.34923,4
2017-03-02,4.85704,4.01758,4.83631,14.32004,2
2017-03-02,4.17644,4.05372,4.93221,14.33253,6
2017-03-02,4.18129,4.11271,4.52562,14.25686,2
2017-03-02,4.70787,4.0321,4.93486,14.66363,1
2017-03-02,4.02705,4.98778,4.26371,14.11331,3
2017-03-02,4.03655,4.35773,4.09805,14.18321,1
2017-03-02,4.92172,4.74785,4.54785,14.96174,4
2017-03-02,4.22699,4.38974,4.0978,14.0768,4
2017-03-02,4.16831,4.01235,4.63938,14.51569,5
2017-03-02,4.01874,4.5722,4.77777,14.0514,3
2017-03-02,4.77797,4.93783,4.45796,14.28729,5
2017-03-02,4.4122,4.15754,4.23453,14.04034,5
2017-03-02,4.32979,4.5575,4.27052,14.00677,3
2017-03-02,4.27838,4.31394,4.45515,14.25239,5
2017-03-02,4.00922,4.60119,4.86033,14.86314,1
2017-03-02,4.54293,4.94979,4.00944,14.42471,5
2017-03-02,4.02698,4.45485,4.23521,14.68911,1
2017-03-02,4.86448,4.45176,4.77506,14.41899,3
2017-03-02,4.70728,4.44653,4.43542,14.12677,5
2017-03-02,4.63033,4.79164,4.58124,14.38521,5
2017-03-02,4.59697,4.14429,4.56795,14.18421,2
2017-03-02,4.32089,4.88507,4.10939,14.56388,3
2017-03-02,4.82301,4.66915,4.86206,14.04212,2
2017-03-02,4.33325,4.41172,4.80765,14.9852,3
2017-03-02,4.98791,4.65101,4.58016,14.96582,6
2017-03-02,4.26709,4.37621,4.99279,14.7827,5
2017-03-02,4.93039,4.85859,4.70576,14.31229,3
2017-03-02,4.25846,4.90782,4.06722,14.32037,6
2017-03-02,4.75986,4.11352,4.32375,14.03741,6
2017-03-02,4.19998,4.54523,4.16413,14.28779,1
2017-03-02,4.15782,4.36451,4.04589,14.83706,6
2017-03-02,4.99108,4.40048,4.36618,14.52124,3
2017-03-02,4.83854,4.29119,4.87062,14.01061,6
2017-03-02,4.46704,4.91415,4.77694,14.66071,3
2017-03-02,4.30804,4.06443,4.09389,14.39543,1
2017-03-02,4.20605,4.63105,4.25132,14.64915,5
2017-03-02,4.45634,4.66136,4.23643,14.00137,1
2017-03-02,4.51218,4.38179,4.36157,14.45671,4
2017-03-02,4.82642,4.12411,4.72154,14.90454,4
2017-03-02,4.26661,4.9518,4.0468,14.48378,3
2017-03-02,4.36025,4.13803,4.2769,14.93783,3
2017-03-02,4.34833,4.49898,4.01917,14.14303,5
2017-03-02,4.92414,4.17232,4.68278,14.19635,1
2017-03-02,4.94929,4.64809,4.34836,14.95525,5
2017-03-02,4.01956,4.54747,4.9439,14.25252,6
2017-03-02,4.19943,4.08463,4.41847,14.21532,4
2017-03-02,4.13147,4.17641,4.95981,14.98248,4
2017-03-02,4.86682,4.24601,4.27172,14.17037,3
2017-03-02,4.24372,4.9742,4.95651,14.00763,1
2017-03-02,4.59572,4.09581,4.94397,14.75396,6
2017-03-02,4.74865,4.6542,4.91461,14.12566,3
2017-03-02,4.30357,4.25218,4.75323,14.0485,3
2017-03-02,4.98665,4.71747,4.40259,14.66399,4
2017-03-02,4.15339,4.24112,4.27415,14.82904,3
2017-03-02,4.53574,4.07116,4.26874,14.78057,4
2017-03-02,4.26176,4.51268,4.23173,14.6974,1
2017-03-02,4.53113,4.64174,4.20858,14.0047,5
2017-03-02,4.59067,4.39122,4.82473,14.87991,6
2017-03-02,4.02908,4.36392,4.01166,14.42742,4
2017-03-02,4.23955,4.52471,4.35533,14.39609,2
2017-03-02,4.13476,4.21083,4.08355,14.24906,6
2017-03-02,4.55049,4.4073,4.92313,14.01286,3
2017-03-02,4.06834,4.18048,4.1419,14.44077,3
2017-03-02,4.09716,4.36621,4.1455,14.64662,3
2017-03-02,4.26833,4.7393,4.80565,14.36614,3
2017-03-02,4.12959,4.0259,4.56328,14.18987,1
2017-03-02,4.8189,4.42141,4.81921,14.16414,5
2017-03-02,4.76528,4.55843,4.03679,14.26577,6
2017-03-02,4.82913,4.12372,4.15231,14.24049,2
2017-03-02,4.29145,4.22634,4.54684,14.70282,3
2017-03-02,4.89107,4.08465,4.59762,14.03583,4
2017-03-02,4.24625,4.99991,4.83239,14.47706,6
2017-03-02,4.11363,4.66846,4.20871,14.87461,2
2017-03-02,4.50282,4.63497,4.54084,14.10775,5
2017-03-02,4.95618,4.67648,4.27066,14.96886,1
2017-03-02,4.88949,4.88303,4.50814,14.27742,3
2017-03-02,4.93359,4.52281,4.21231,14.1018,1
2017-03-02,4.82204,4.39633,4.36902,14.45216,5
2017-03-02,4.0567,4.45841,4.85185,14.86942,3
2017-03-02,4.42128,4.12637,4.5956,14.47754,5
2017-03-02,4.8998,4.5593,4.52313,14.88492,2
2017-03-02,4.50281,4.51562,4.48662,14.83159,1
2017-03-02,4.84596,4.09309,4.51862,14.5543,1
2017-03-02,4.05196,4.10949,4.89491,14.00406,2
2017-03-02,4.41544,4.97274,4.19287,14.70077,1
2017-03-02,4.94568,4.0615,4.04151,14.897,5
2017-03-02,4.0226,4.73875,4.63961,14.41343,4
2017-03-02,4.43066,4.31595,4.94143,14.38125,1
2017-03-02,4.78986,4.17996,4.61141,14.29875,1
2017-03-02,4.51469,4.20887,4.77478,14.14657,6
2017-03-02,4.32185,4.4039,4.14693,14.54061,3
2017-03-02,4.87287,4.62142,4.58378,14.75202,2
2017-03-02,4.57392,4.95136,4.16327,14.67075,3
2017-03-02,4.94028,4.84216,4.82456,14.35881,1
2017-03-02,4.20753,4.03906,4.21464,14.42924,1
2017-03-02,4.6001,4.07813,4.83347,14.02481,6
2017-03-02,4.53645,4.65999,4.71915,14.08673,1
2017-03-02,4.52809,4.66149,4.04841,14.72253,1
2017-03-02,4.32726,4.17249,4.96988,14.27521,2
2017-03-02,4.12084,4.43018,4.60479,14.8736,2
2017-03-02,4.86826,4.42506,4.75726,14.3845,2
2017-03-02,4.58656,4.80207,4.77208,14.63378,3
2017-03-02,4.33854,4.42494,4.73137,14.92872,1
2017-03-02,4.94794,4.78097,4.3603,14.68597,1
2017-03-02,4.8302,4.90019,4.46904,14.1952,2
2017-03-02,4.45588,4.61108,4.22025,14.64242,5
2017-03-02,4.0489,4.6759,4.29263,14.46634,2
2017-03-02,4.52938,4.42265,4.89973,14.95134,5
2017-03-02,4.08244,4.93795,4.69422,14.62879,5
2017-03-02,4.01641,4.93365,4.6925,14.8801,5
